k_ep,k_run,alpha_mu,alpha_sig,mu,sigma,policy,t,x,y,z,qw,qx,qy,qz,vx,vy,vz,wx,wy,wz,reward,flip_flag,impact_flag,n_rollouts,RREV,OF_x,OF_y,F_thrust,Mx,My,Mz,Error
3,0,,,,,,105.256,-0.009,0.007,1.993,0.46297,0.1317,-0.8723,0.08606,0.039,0.155,-0.251,-1.013,2.475,7.78,,True,True,8,-0.918,-0.532,-0.608,0.0,0.0,0.0,0.0,
3,0,,,,,,105.294,-0.012,0.006,1.99,0.39985,0.12502,-0.90658,0.0511,-0.015,0.008,-0.107,-1.088,5.156,0.763,,True,True,8,-0.918,-0.532,-0.608,0.0,0.0,0.0,0.0,
3,0,,,,,,105.565,-0.019,0.002,1.99,0.44958,0.09599,-0.88645,0.05353,0.028,0.006,-0.071,0.437,-2.198,0.328,,True,True,8,-0.643,-0.06,-0.272,0.0,0.0,0.0,0.0,
3,0,,,,,,105.743,-0.019,0.002,1.99,0.44506,0.09841,-0.88843,0.05418,0.034,0.009,-0.071,0.442,-2.156,0.411,,True,True,8,-0.622,-0.101,-0.348,0.0,0.0,0.0,0.0,

3,0,[0 0],[0 0],[5.61 1.74],[0.48 0.05],[5.13 1.79 0.  ],,,,,,,,,0.0,0,2.65,,,,24.52,[   2.   -177.47 -177.47],,,,,,,,,,Rollout Completed: Impact Timeout
3,0,,,,,,104.934,0.006,0.0,1.614,0.99999,3e-05,-0.00367,-5e-05,-0.01,0.0,2.655,0.0,0.045,0.0,,,,,5.348,0.02,0.02,0.0,0.0,-3.229,0.0,Flip Data
3,0,,,,,,105.144,-0.01,-0.001,1.993,0.42905,0.02337,-0.90086,0.06185,-0.162,-0.005,0.88,0.262,-19.58,0.655,True,False,[4 1],,3.103,0.684,0.498,,,,,Impact Data

3,1,,,,,,108.742,0.001,0.0,0.453,1.0,-2e-05,1e-05,1e-05,0.03,0.0,2.649,-0.001,-0.106,0.007,,False,False,8,1.385,0.0,-0.001,8.584,0.002,-0.037,-0.019,
3,1,,,,,,108.808,0.002,0.0,0.588,1.0,-0.00013,-0.00239,8e-05,0.029,0.0,2.65,-0.001,-0.067,-0.001,,False,False,8,1.719,-0.0,-0.019,8.567,-0.001,0.006,0.002,
3,1,,,,,,108.886,0.003,0.0,0.668,0.99999,-0.00011,-0.0034,6e-05,0.027,0.0,2.652,0.001,-0.063,-0.001,,False,False,8,2.17,-0.0,-0.016,8.55,0.0,0.005,0.003,
3,1,,,,,,108.917,0.006,0.0,1.108,0.99998,-3e-05,-0.00614,-1e-05,0.01,0.0,2.655,0.001,-0.003,-0.001,,False,False,8,2.218,-0.0,-0.016,8.538,0.0,0.005,0.003,
3,1,,,,,,109.035,0.007,0.0,1.267,0.99998,0.0,-0.00592,-3e-05,0.003,0.0,2.655,0.001,0.017,-0.0,,False,False,8,2.936,-0.0,-0.007,8.534,0.0,0.004,0.003,
3,1,,,,,,109.114,0.007,0.0,1.336,0.99998,2e-05,-0.00566,-3e-05,0.0,0.0,2.655,0.001,0.024,-0.0,,False,False,8,4.336,-0.001,0.009,8.533,0.0,0.003,0.002,
3,1,,,,,,109.298,0.003,0.0,1.912,0.95937,0.01146,-0.28145,0.01632,-0.059,-0.002,1.852,0.354,-11.241,0.664,,True,False,8,9.577,0.011,0.273,0.0,0.0,-3.334,0.0,
3,1,,,,,,109.31,0.002,0.0,1.926,0.94499,0.01282,-0.32628,0.01911,-0.069,-0.003,1.786,0.35,-12.184,0.718,,True,False,8,9.577,0.011,0.273,0.0,0.0,-3.334,0.0,
3,1,,,,,,109.311,0.001,-0.0,1.957,0.89898,0.01557,-0.43692,0.02615,-0.095,-0.005,1.633,0.318,-14.35,0.831,,True,False,8,12.064,0.046,0.851,0.0,0.0,-3.334,0.0,
3,1,,,,,,109.355,-0.003,-0.0,2.007,0.74187,0.01832,-0.66901,0.04154,-0.156,-0.01,1.322,0.19,-18.654,0.981,,True,False,8,12.064,0.046,0.851,0.0,0.0,-3.334,0.0,
3,1,,,,,,109.365,-0.008,0.001,2.017,0.71206,0.03851,-0.70044,0.0296,-0.495,-0.031,-0.21,1.1,9.3,-3.978,,True,True,8,14.585,0.142,2.11,0.0,0.0,-3.334,0.0,
3,1,,,,,,109.392,-0.014,0.001,2.013,0.80995,0.03093,-0.5847,0.03385,-0.223,0.022,-0.167,-2.707,9.462,1.813,,True,True,8,14.585,0.142,2.11,0.0,0.0,0.0,0.0,
3,1,,,,,,109.46,0.007,0.002,1.998,0.62058,0.03917,-0.78243,0.0339,0.418,0.048,-0.361,0.18,-5.155,0.517,,True,True,8,-2.484,-0.097,-2.645,0.0,0.0,0.0,0.0,
3,1,,,,,,109.76,0.028,0.004,1.99,0.45538,0.05179,-0.88846,0.02439,0.535,0.065,-0.166,0.832,-10.712,-0.034,,True,True,8,-0.632,-0.017,-0.054,0.0,0.0,0.0,0.0,

3,1,[0 0],[0 0],[5.61 1.74],[0.48 0.05],[6.16 1.85 0.  ],,,,,,,,,0.0,0,2.65,,,,24.61,[   2.02 -194.31 -224.57],,,,,,,,,,Rollout Completed: Impact Timeout
3,1,,,,,,109.192,0.006,0.0,1.676,0.99999,7e-05,-0.00327,-4e-05,-0.011,0.0,2.655,0.001,0.047,0.0,,,,,6.226,0.027,0.027,0.0,0.0,-3.334,0.0,Flip Data
3,1,,,,,,109.36,-0.004,-0.0,2.011,0.72243,0.01821,-0.68987,0.04293,-0.17,-0.006,1.294,0.063,-19.326,0.804,True,True,[4 1],,24.637,3.383,10.335,,,,,Impact Data

3,2,,,,,,112.607,0.0,-0.0,0.419,1.0,0.0,-1e-05,0.0,0.03,-0.0,2.668,0.001,-0.019,0.001,,False,False,8,1.599,0.0,-0.018,8.446,0.003,0.031,-0.016,
3,2,,,,,,112.686,0.002,-0.0,0.547,1.0,-0.0,-0.00201,7e-05,0.029,-0.0,2.662,-0.002,-0.072,-0.0,,False,False,8,1.897,-0.0,-0.018,8.488,-0.001,0.006,0.003,
3,2,,,,,,112.807,0.005,0.0,0.921,0.99998,-1e-05,-0.00567,0.0,0.018,0.0,2.656,-0.0,-0.027,-0.001,,False,False,8,2.338,-0.0,-0.014,8.521,0.0,0.005,0.003,
3,2,,,,,,112.898,0.006,0.0,1.044,0.99998,-2e-05,-0.00609,-1e-05,0.013,0.0,2.656,0.0,-0.01,-0.001,,False,False,8,2.338,-0.0,-0.014,8.526,0.0,0.005,0.003,
3,2,,,,,,112.942,0.006,0.0,1.216,0.99998,-1e-05,-0.00605,-3e-05,0.005,0.0,2.655,0.0,0.012,-0.0,,False,False,8,3.146,-0.0,-0.004,8.529,0.0,0.004,0.003,
3,2,,,,,,113.034,0.006,0.0,1.575,0.99999,-0.0,-0.00404,-5e-05,-0.009,0.0,2.655,0.0,0.043,-0.0,,False,False,8,4.811,-0.0,0.015,8.531,0.0,0.002,0.001,
3,2,,,,,,113.089,0.006,0.0,1.654,0.99999,0.0001,-0.00533,6e-05,-0.012,0.0,2.592,0.041,-0.799,0.046,,True,False,8,4.811,-0.0,0.015,0.0,0.0,-3.244,0.0,
3,2,,,,,,113.179,0.002,-0.0,1.885,0.93587,0.01216,-0.35153,0.02048,-0.073,-0.003,1.73,0.254,-12.462,0.696,,True,False,8,7.157,0.004,0.126,0.0,0.0,-3.244,0.0,
3,2,,,,,,113.197,0.001,-0.0,1.915,0.88594,0.01369,-0.46279,0.02731,-0.099,-0.005,1.575,0.175,-14.552,0.759,,True,False,8,7.157,0.004,0.126,0.0,0.0,-3.244,0.0,
3,2,,,,,,113.203,-0.0,-0.0,1.926,0.86031,0.01395,-0.50869,0.03012,-0.11,-0.006,1.513,0.136,-15.381,0.771,,True,False,8,7.157,0.004,0.126,0.0,0.0,-3.244,0.0,
3,2,,,,,,113.207,-0.0,-0.0,1.93,0.84812,0.01399,-0.5287,0.03134,-0.115,-0.006,1.486,0.118,-15.74,0.773,,True,False,8,8.63,0.031,0.601,0.0,0.0,-3.244,0.0,
3,2,,,,,,113.23,-0.002,-0.0,1.949,0.78613,0.0136,-0.61683,0.03666,-0.138,-0.008,1.365,0.038,-17.319,0.764,,True,False,8,9.057,0.055,0.954,0.0,0.0,-3.244,0.0,
3,2,,,,,,113.251,-0.007,-0.001,1.986,0.57413,0.00787,-0.81733,0.04787,-0.165,-0.01,1.064,-0.147,-19.471,0.484,,True,False,8,9.3,0.085,1.356,0.0,0.0,0.0,0.0,
3,2,,,,,,113.263,-0.007,-0.001,1.987,0.56614,0.00755,-0.82287,0.04814,-0.165,-0.01,1.054,-0.151,-19.469,0.468,,True,True,8,9.3,0.085,1.356,0.0,0.0,0.0,0.0,
3,2,,,,,,113.355,-0.015,0.005,1.992,0.5626,0.0425,-0.82519,0.02712,0.081,0.015,-0.208,-1.802,6.622,-2.6,,True,True,8,-1.785,-0.048,-0.588,0.0,0.0,0.0,0.0,
3,2,,,,,,113.424,-0.006,0.004,1.989,0.45127,0.06139,-0.88991,0.02542,0.103,0.003,-0.052,1.301,-7.853,-2.065,,True,True,8,-1.785,-0.048,-0.588,0.0,0.0,0.0,0.0,
3,2,,,,,,113.606,0.011,0.006,1.99,0.33187,0.06376,-0.94089,0.02289,0.038,0.007,-0.066,-0.118,-1.238,0.508,,True,True,8,-0.623,-0.056,-0.258,0.0,0.0,0.0,0.0,
3,2,,,,,,113.661,0.009,0.005,1.99,0.35126,0.06208,-0.93393,0.02337,-0.089,-0.013,-0.084,-0.064,0.003,-0.086,,True,True,8,-0.623,-0.056,-0.258,0.0,0.0,0.0,0.0,
3,2,,,,,,113.77,-0.006,0.003,1.989,0.46028,0.05995,-0.88516,0.03231,-0.141,-0.019,-0.058,-0.153,0.537,0.091,,True,True,8,-0.746,0.14,1.127,0.0,0.0,0.0,0.0,
3,2,,,,,,114.056,-0.005,0.003,1.989,0.45008,0.06057,-0.89035,0.03203,0.102,0.015,-0.08,0.367,-3.227,0.011,,True,True,8,-0.604,-0.135,-0.907,0.0,0.0,0.0,0.0,
3,2,,,,,,114.514,0.009,0.005,1.99,0.35322,0.06393,-0.93301,0.02517,-0.016,-0.001,-0.071,0.087,-1.092,-0.039,,True,True,8,-0.58,0.035,0.3,0.0,0.0,0.0,0.0,
3,2,,,,,,115.342,0.002,0.004,1.989,0.40419,0.0623,-0.9121,0.02862,-0.087,-0.011,-0.072,-0.056,-0.113,-0.042,,True,True,8,-0.651,0.047,0.414,0.0,0.0,0.0,0.0,

3,2,[0 0],[0 0],[5.61 1.74],[0.48 0.05],[5.37 1.8  0.  ],,,,,,,,,0.0,0,2.65,,,,24.53,[   2.   -287.29 -287.29],,,,,,,,,,Rollout Completed: Impact Timeout
3,2,,,,,,113.06,0.006,0.0,1.628,0.99999,-0.0,-0.00359,-5e-05,-0.01,0.0,2.655,0.0,0.046,0.0,,,,,5.622,0.022,0.022,0.0,0.0,-3.244,0.0,Flip Data
3,2,,,,,,113.26,-0.008,-0.001,1.994,0.50852,0.00493,-0.8596,0.0497,-0.17,-0.003,0.979,-0.149,-19.788,0.121,True,False,[4 1],,2.41,0.638,0.35,,,,,Impact Data

3,3,,,,,,118.449,0.001,-0.0,0.448,1.0,2e-05,-0.00042,2e-05,0.03,-0.0,2.658,0.002,-0.099,0.005,,False,False,8,1.704,-0.0,-0.019,8.52,0.004,-0.006,0.001,
3,3,,,,,,118.556,0.004,0.0,0.828,0.99999,-3e-05,-0.00513,2e-05,0.021,0.0,2.655,0.0,-0.039,-0.001,,False,False,8,2.096,-0.0,-0.017,8.53,0.0,0.006,0.003,
3,3,,,,,,118.686,0.005,0.0,0.992,0.99998,-3e-05,-0.00598,-0.0,0.014,0.0,2.655,0.0,-0.016,-0.001,,False,False,8,2.723,-0.0,-0.009,8.531,0.0,0.005,0.003,
3,3,,,,,,118.706,0.006,0.0,1.266,0.99998,-1e-05,-0.00587,-3e-05,0.002,0.0,2.655,0.0,0.019,-0.0,,False,False,8,2.723,-0.0,-0.009,8.531,0.0,0.004,0.002,
3,3,,,,,,118.768,0.006,0.0,1.298,0.99998,-1e-05,-0.00574,-4e-05,0.001,0.0,2.655,0.0,0.022,-0.0,,False,False,8,2.723,-0.0,-0.009,8.532,0.0,0.003,0.002,
3,3,,,,,,118.855,0.006,0.0,1.584,0.99999,1e-05,-0.00389,-5e-05,-0.009,0.0,2.655,0.0,0.044,-0.0,,False,False,8,3.888,-0.0,0.006,8.532,0.0,0.002,0.002,
3,3,,,,,,118.996,0.002,-0.0,1.909,0.95088,0.01193,-0.30879,0.01803,-0.063,-0.003,1.753,0.319,-11.262,0.664,,True,False,8,8.281,0.006,0.171,0.0,0.0,-3.048,0.0,
3,3,,,,,,119.016,0.001,-0.0,1.943,0.90235,0.01486,-0.42997,0.02572,-0.089,-0.005,1.573,0.284,-13.522,0.783,,True,False,8,11.207,0.063,1.063,0.0,0.0,-3.048,0.0,
3,3,,,,,,119.074,-0.005,-0.0,2.005,0.69085,0.01721,-0.72137,0.04523,-0.162,-0.011,1.154,0.113,-18.607,0.955,,True,True,8,-1.596,-1.682,4.018,0.0,0.0,0.0,0.0,
3,3,,,,,,119.152,-0.013,0.001,2.007,0.71973,0.04473,-0.69217,0.02961,0.133,0.02,-0.183,4.852,-11.058,4.934,,True,True,8,-1.596,-1.682,4.018,0.0,0.0,0.0,0.0,
3,3,,,,,,119.236,0.011,0.003,1.993,0.52966,0.01911,-0.84786,0.01527,0.446,0.008,-0.216,1.264,-11.794,-1.053,,True,True,8,-3.274,-0.582,-3.305,0.0,0.0,0.0,0.0,
3,3,,,,,,119.268,0.033,0.005,1.99,0.3837,0.06751,-0.92042,0.03224,0.496,0.075,-0.079,0.881,-10.06,1.849,,True,True,8,-3.274,-0.582,-3.305,0.0,0.0,0.0,0.0,
3,3,,,,,,119.339,0.057,0.008,1.996,0.20224,0.04885,-0.97811,0.00369,0.327,0.027,0.067,1.055,-6.974,-0.371,,True,True,8,0.486,-0.413,-3.777,0.0,0.0,0.0,0.0,
3,3,,,,,,119.455,0.061,0.008,2.001,0.15889,0.05755,-0.98558,0.00917,-0.173,-0.021,-0.183,-0.689,2.535,0.347,,True,True,8,-0.973,0.064,0.418,0.0,0.0,0.0,0.0,
3,3,,,,,,119.473,0.061,0.008,2.001,0.15889,0.05755,-0.98558,0.00917,-0.173,-0.021,-0.183,-0.689,2.535,0.347,,True,True,8,-0.973,0.064,0.418,0.0,0.0,0.0,0.0,
3,3,,,,,,119.482,0.046,0.007,1.994,0.28354,0.05878,-0.95697,0.0192,-0.363,-0.042,-0.205,-0.444,4.933,-0.531,,True,True,8,-0.973,0.064,0.418,0.0,0.0,0.0,0.0,
3,3,,,,,,119.668,0.003,0.001,1.995,0.59017,0.04538,-0.80519,0.03611,-0.317,-0.037,0.053,-0.522,2.948,-0.204,,True,True,8,-0.049,0.101,0.953,0.0,0.0,0.0,0.0,

3,3,[0 0],[0 0],[5.61 1.74],[0.48 0.05],[5.71 1.69 0.  ],,,,,,,,,0.0,0,2.65,,,,24.58,[   2.01 -188.77 -214.35],,,,,,,,,,Rollout Completed: Impact Timeout
3,3,,,,,,118.871,0.006,0.0,1.659,0.99999,2e-05,-0.00325,-5e-05,-0.011,0.0,2.655,0.0,0.047,0.0,,,,,5.98,0.026,0.026,0.0,0.0,-3.048,0.0,Flip Data
3,3,,,,,,119.055,-0.005,-0.0,2.007,0.67709,0.0169,-0.73427,0.04603,-0.169,-0.006,1.133,0.016,-18.86,0.725,True,True,[4 1],,4.851,2.012,2.23,,,,,Impact Data

3,4,,,,,,122.357,0.003,0.0,0.633,0.99999,-7e-05,-0.00357,7e-05,0.027,0.0,2.652,0.002,-0.067,-0.001,,False,False,8,1.682,0.0,-0.018,8.571,0.006,-0.018,0.007,
3,4,,,,,,122.389,0.003,0.0,0.723,0.99999,-7e-05,-0.00453,5e-05,0.024,0.0,2.653,0.0,-0.049,-0.001,,False,False,8,1.682,0.0,-0.018,8.559,0.001,0.005,0.004,
3,4,,,,,,122.455,0.004,0.0,0.814,0.99999,-6e-05,-0.00526,3e-05,0.021,0.0,2.653,0.0,-0.037,-0.001,,False,False,8,2.156,-0.0,-0.015,8.545,0.0,0.005,0.003,
3,4,,,,,,122.512,0.005,0.0,0.978,0.99998,-4e-05,-0.00604,0.0,0.014,0.0,2.654,0.001,-0.014,-0.001,,False,False,8,2.156,-0.0,-0.015,8.54,0.0,0.005,0.003,
3,4,,,,,,122.527,0.006,0.0,1.066,0.99998,-3e-05,-0.00617,-1e-05,0.01,0.0,2.654,0.001,-0.002,-0.001,,False,False,8,2.156,-0.0,-0.015,8.538,0.0,0.005,0.003,
3,4,,,,,,122.719,0.006,0.0,1.4,0.99999,1e-05,-0.00505,-4e-05,-0.004,0.0,2.655,0.001,0.034,-0.0,,False,False,8,4.473,-0.0,0.014,8.533,-0.0,0.001,0.001,
3,4,,,,,,122.872,0.003,0.0,1.858,0.96259,0.00861,-0.2704,0.01525,-0.054,-0.002,1.81,0.153,-10.366,0.548,,True,False,8,6.881,0.003,0.107,0.0,0.0,-3.051,0.0,
3,4,,,,,,122.913,-0.002,-0.0,1.943,0.8082,0.00472,-0.58801,0.03217,-0.124,-0.005,1.333,-0.31,-15.859,0.398,,True,False,8,8.113,0.019,0.474,0.0,0.0,-3.051,0.0,
3,4,,,,,,122.939,-0.005,-0.0,1.967,0.69741,-0.00259,-0.71571,0.03705,-0.155,-0.007,1.14,-0.484,-17.925,0.107,,True,False,8,8.604,0.048,1.102,0.0,0.0,-3.051,0.0,
3,4,,,,,,122.945,-0.005,-0.0,1.967,0.69741,-0.00259,-0.71571,0.03705,-0.155,-0.007,1.14,-0.484,-17.925,0.107,,True,False,8,8.586,0.055,1.25,0.0,0.0,0.0,0.0,
3,4,,,,,,122.952,-0.008,-0.0,1.986,0.57203,-0.01231,-0.8192,0.03932,-0.153,-0.007,0.965,-0.573,-18.106,-0.195,,True,False,8,8.586,0.055,1.25,0.0,0.0,0.0,0.0,
3,4,,,,,,122.98,-0.011,0.0,2.0,0.43387,-0.02365,-0.90045,0.01956,-0.195,0.091,0.481,5.684,-14.541,-2.473,,True,True,8,8.211,0.044,1.447,0.0,0.0,0.0,0.0,
3,4,,,,,,123.019,-0.015,0.005,1.992,0.51727,0.09049,-0.85029,0.03522,-0.206,0.034,0.003,6.079,-19.395,-3.413,,True,True,8,8.211,0.044,1.447,0.0,0.0,0.0,0.0,
3,4,,,,,,123.042,-0.016,0.005,1.993,0.46624,0.08226,-0.88068,0.01617,-0.099,0.04,0.045,3.499,-11.109,-5.457,,True,True,8,-1.746,-0.064,-0.794,0.0,0.0,0.0,0.0,
3,4,,,,,,123.148,-0.008,0.005,1.99,0.48674,0.06087,-0.87088,0.0309,0.121,0.02,-0.126,0.117,-0.854,-0.49,,True,True,8,-1.746,-0.064,-0.794,0.0,0.0,0.0,0.0,
3,4,,,,,,123.209,0.0,0.004,1.989,0.41709,0.0401,-0.90774,0.02095,0.12,0.007,-0.081,0.16,-3.606,1.375,,True,True,8,-0.787,-0.059,-1.186,0.0,0.0,0.0,0.0,
3,4,,,,,,123.32,0.003,0.004,1.99,0.38746,0.04755,-0.9203,0.02557,-0.114,-0.009,-0.076,-0.127,0.5,0.189,,True,True,8,-0.675,0.087,1.122,0.0,0.0,0.0,0.0,
3,4,,,,,,123.516,-0.005,0.003,1.99,0.44671,0.04319,-0.89322,0.02731,-0.127,-0.012,-0.061,-0.111,0.47,-0.031,,True,True,8,-0.675,0.087,1.122,0.0,0.0,0.0,0.0,
3,4,,,,,,123.612,-0.01,0.003,1.99,0.48102,0.04315,-0.87513,0.02993,0.042,0.006,-0.074,0.191,-2.284,-0.087,,True,True,8,-0.512,0.054,0.676,0.0,0.0,0.0,0.0,
3,4,,,,,,123.695,-0.002,0.003,1.99,0.42541,0.04527,-0.90345,0.02729,0.092,0.012,-0.072,0.28,-2.98,-0.037,,True,True,8,-0.696,-0.083,-0.666,0.0,0.0,0.0,0.0,
3,4,,,,,,123.828,0.005,0.004,1.99,0.37224,0.0471,-0.92661,0.0246,0.049,0.008,-0.063,0.204,-2.167,-0.038,,True,True,8,-0.586,-0.093,-0.699,0.0,0.0,0.0,0.0,
3,4,,,,,,123.928,0.002,0.004,1.99,0.39507,0.04631,-0.91713,0.02551,-0.091,-0.008,-0.073,-0.028,0.006,-0.089,,True,True,8,-0.635,-0.0,0.192,0.0,0.0,0.0,0.0,
3,4,,,,,,124.058,-0.007,0.003,1.99,0.4624,0.0438,-0.88512,0.02884,-0.081,-0.007,-0.06,-0.012,-0.318,-0.071,,True,True,8,-0.635,0.079,0.913,0.0,0.0,0.0,0.0,
3,4,,,,,,124.09,-0.009,0.003,1.99,0.47562,0.04328,-0.87809,0.02955,-0.046,-0.003,-0.061,0.047,-0.895,-0.058,,True,True,8,-0.544,0.044,0.58,0.0,0.0,0.0,0.0,
3,4,,,,,,124.187,-0.008,0.003,1.99,0.46653,0.04358,-0.88295,0.02917,0.034,0.005,-0.072,0.179,-2.125,-0.037,,True,True,8,-0.658,-0.052,-0.348,0.0,0.0,0.0,0.0,

3,4,[0 0],[0 0],[5.61 1.74],[0.48 0.05],[5.21 1.69 0.  ],,,,,,,,,0.0,0,2.65,,,,24.52,[   2.   -212.34 -212.34],,,,,,,,,,Rollout Completed: Impact Timeout
3,4,,,,,,122.753,0.005,0.0,1.621,0.99999,3e-05,-0.00334,-4e-05,-0.011,0.0,2.655,0.0,0.047,0.0,,,,,5.447,0.023,0.023,0.0,0.0,-3.051,0.0,Flip Data
3,4,,,,,,122.961,-0.009,-0.0,1.993,0.51903,-0.01668,-0.85368,0.03961,-0.151,-0.007,0.897,-0.583,-18.099,-0.307,True,False,[4 1],,2.073,0.644,0.303,,,,,Impact Data

3,5,,,,,,127.112,0.001,-0.0,0.445,1.0,1e-05,-0.00026,1e-05,0.03,-0.0,2.673,0.002,-0.077,0.004,,False,False,8,1.328,0.003,-0.003,8.42,0.004,0.021,-0.008,
3,5,,,,,,127.195,0.004,0.0,0.741,0.99999,-2e-05,-0.00433,3e-05,0.025,0.0,2.659,-0.0,-0.051,-0.001,,False,False,8,1.938,-0.0,-0.018,8.492,0.001,0.004,0.003,
3,5,,,,,,127.208,0.005,0.0,0.919,0.99998,-2e-05,-0.00567,-0.0,0.018,0.0,2.657,-0.0,-0.027,-0.001,,False,False,8,2.401,-0.0,-0.013,8.519,0.0,0.005,0.003,
3,5,,,,,,127.398,0.006,0.0,1.195,0.99998,-1e-05,-0.0061,-3e-05,0.006,0.0,2.656,0.0,0.01,-0.0,,False,False,8,2.401,-0.0,-0.013,8.527,0.0,0.005,0.003,
3,5,,,,,,127.436,0.006,0.0,1.371,0.99999,-1e-05,-0.00545,-5e-05,-0.002,0.0,2.655,0.0,0.028,-0.0,,False,False,8,3.371,-0.0,-0.001,8.528,0.0,0.004,0.002,
3,5,,,,,,127.542,0.006,0.0,1.682,0.99985,0.00069,-0.01732,0.00073,-0.014,-0.0,2.471,0.112,-2.312,0.13,,True,False,8,5.357,-0.0,0.02,0.0,0.0,-3.133,0.0,
3,5,,,,,,127.677,0.0,-0.0,1.919,0.86497,0.00722,-0.50101,0.02772,-0.101,-0.004,1.472,-0.194,-14.453,0.481,,True,False,8,8.142,0.023,0.558,0.0,0.0,-3.133,0.0,
3,5,,,,,,127.679,0.0,-0.0,1.919,0.86497,0.00722,-0.50101,0.02772,-0.101,-0.004,1.472,-0.194,-14.453,0.481,,True,False,8,8.142,0.023,0.558,0.0,0.0,-3.133,0.0,
3,5,,,,,,127.693,-0.002,-0.0,1.944,0.78736,0.00274,-0.61562,0.03284,-0.127,-0.005,1.305,-0.385,-16.252,0.284,,True,False,8,8.386,0.036,0.846,0.0,0.0,-3.133,0.0,
3,5,,,,,,127.738,-0.004,-0.0,1.965,0.68954,-0.00452,-0.72332,0.03625,-0.152,-0.007,1.14,-0.526,-17.952,-0.025,,True,False,8,8.433,0.044,1.025,0.0,0.0,0.0,0.0,
3,5,,,,,,127.778,-0.011,0.002,2.0,0.42273,0.00311,-0.90623,-0.00607,0.087,0.158,-0.256,-1.725,17.533,6.84,,True,True,8,8.164,0.06,1.324,0.0,0.0,0.0,0.0,
3,5,,,,,,127.846,-0.011,0.005,1.99,0.44936,0.0305,-0.89283,0.00192,-0.04,-0.033,-0.017,0.917,-10.005,2.448,,True,True,8,0.087,-0.428,0.284,0.0,0.0,0.0,0.0,
3,5,,,,,,127.906,-0.007,0.005,1.989,0.45521,0.05699,-0.88818,0.026,0.028,0.002,-0.081,0.737,-4.857,-2.316,,True,True,8,0.087,-0.428,0.284,0.0,0.0,0.0,0.0,
3,5,,,,,,128.343,-0.0,0.004,1.99,0.39204,0.0418,-0.91879,0.01954,0.02,-0.005,-0.067,0.462,-2.427,-1.012,,True,True,8,-0.606,-0.003,0.099,0.0,0.0,0.0,0.0,

3,5,[0 0],[0 0],[5.61 1.74],[0.48 0.05],[5.16 1.74 0.  ],,,,,,,,,0.0,0,2.65,,,,24.52,[   2.   -204.83 -204.83],,,,,,,,,,Rollout Completed: Impact Timeout
3,5,,,,,,127.525,0.006,0.0,1.612,0.99999,1e-05,-0.00374,-5e-05,-0.01,0.0,2.655,0.0,0.045,0.0,,,,,5.357,0.02,0.02,0.0,0.0,-3.133,0.0,Flip Data
3,5,,,,,,127.735,-0.008,-0.001,1.993,0.48683,-0.02185,-0.87241,0.03763,-0.151,0.0,0.86,-0.604,-18.319,-0.667,True,False,[4 1],,2.095,0.629,0.316,,,,,Impact Data

3,6,,,,,,131.324,0.004,0.0,0.795,0.99999,-3e-05,-0.00481,2e-05,0.023,0.0,2.661,0.0,-0.045,-0.001,,False,False,8,1.871,-0.0,-0.019,8.488,-0.0,0.006,0.003,
3,6,,,,,,131.396,0.005,0.0,0.926,0.99998,-2e-05,-0.00571,-0.0,0.018,0.0,2.658,-0.0,-0.027,-0.001,,False,False,8,1.871,-0.0,-0.019,8.511,0.0,0.005,0.003,
3,6,,,,,,131.482,0.006,0.0,1.223,0.99998,-1e-05,-0.00607,-4e-05,0.005,0.0,2.656,0.0,0.013,-0.0,,False,False,8,2.404,-0.0,-0.013,8.514,0.0,0.006,0.003,
3,6,,,,,,131.528,0.006,0.0,1.223,0.99998,-1e-05,-0.00607,-4e-05,0.005,0.0,2.656,0.0,0.013,-0.0,,False,False,8,3.376,-0.0,-0.001,8.529,0.0,0.003,0.002,
3,6,,,,,,131.611,0.006,0.0,1.449,0.99999,-0.0,-0.00502,-5e-05,-0.005,0.0,2.655,0.0,0.035,-0.0,,False,False,8,3.376,-0.0,-0.001,8.53,0.0,0.002,0.002,
3,6,,,,,,131.765,0.004,0.0,1.889,0.9836,0.00783,-0.17991,0.01016,-0.039,-0.001,1.999,0.321,-8.575,0.501,,True,False,8,10.189,0.01,0.266,0.0,0.0,-3.243,0.0,
3,6,,,,,,131.77,0.003,-0.0,1.927,0.96158,0.011,-0.27384,0.01583,-0.056,-0.002,1.834,0.319,-10.621,0.616,,True,False,8,10.812,0.015,0.351,0.0,0.0,-3.243,0.0,
3,6,,,,,,131.774,0.003,-0.0,1.927,0.96158,0.011,-0.27384,0.01583,-0.056,-0.002,1.834,0.319,-10.621,0.616,,True,False,8,10.812,0.015,0.351,0.0,0.0,-3.243,0.0,
3,6,,,,,,131.776,0.003,-0.0,1.927,0.96158,0.011,-0.27384,0.01583,-0.056,-0.002,1.834,0.319,-10.621,0.616,,True,False,8,10.812,0.015,0.351,0.0,0.0,-3.243,0.0,
3,6,,,,,,131.796,0.002,-0.0,1.959,0.92773,0.01351,-0.37236,0.02188,-0.075,-0.004,1.68,0.275,-12.434,0.696,,True,False,8,12.313,0.03,0.61,0.0,0.0,-3.243,0.0,
